,upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,Stock,cost_cents,cost_qty,Phone,New CSV
703,"=""021000028092""",Grocery Non-Taxable,1,199,n,n,Kraft:Original,7.25 OZ,,n,1,"=""0""",0,,617-866-3824,
704,"=""021000044962""",Grocery Non-Taxable,1,199,n,n,Vel,,y,n,1,"=""0""",0,,617-866-3824,
705,"=""021000051229""",Grocery Non-Taxable,1,499,n,n,Kraft Parmesan Cheese,8 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
706,"=""021000052288""",Grocery Non-Taxable,1,289,n,n,Kraft Slow Simmered BBQ - Original,18.00 Oz,,n,1,"=""0""",0,,617-866-3824,
707,"=""021000052295""",Grocery Non-Taxable,1,249,n,n,Kraft Hickory Smoked Bbq Sauce,17.50 Oz,,n,1,"=""0""",0,,617-866-3824,
708,"=""021000052325""",Grocery Non-Taxable,1,249,n,n,Kraft Slow Simmered Spicy Honey Bbq Sauce,18.00 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
709,"=""021000052332""",Grocery Non-Taxable,1,249,n,n,Kraft Barbecue Sauce Thick & Spicy,18.00 Oz,,n,1,"=""0""",0,,617-866-3824,
710,"=""021000052356""",Grocery Non-Taxable,1,399,n,n,Kraft Original Barbecue Sauce,28 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
711,"=""021000052387""",Grocery Non-Taxable,1,289,n,n,Kraft BBQ Sweet Honey,18.00 Oz,,n,1,"=""0""",0,,617-866-3824,
712,"=""021000052394""",Grocery Non-Taxable,1,399,n,n,Kraft Sweet Honey Barbecue Sauce,28 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
713,"=""021000053162""",Grocery Non-Taxable,1,50,n,n,Kraft Macaroni & Cheese,5.5oz,y,n,1,"=""0""",0,,617-866-3824,
714,"=""021000301676""",Dairy,1,249,n,n,Breakstone's:All Natural,8.00 OZ,,n,1,"=""0""",0,,617-866-3824,
715,"=""021000604647""",Dairy,1,549,n,n,Kraft American,12.00 OZ,,n,1,"=""0""",0,,617-866-3824,
716,"=""021000604654""",Dairy,1,549,n,n,Kraft Singles White American 16 Ct,12.00 OZ,,n,1,"=""0""",0,,617-866-3824,
717,"=""021000612239""",Grocery Non-Taxable,1,399,n,n,Kraft Philadelphia:Original,8.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
718,"=""021000615315""",Grocery Non-Taxable,1,489,n,n,Kraft:100% Grated,8.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
719,"=""021000615421""",Grocery Non-Taxable,1,325,n,n,Kraft:100% Grated,3.00 OZ,,n,1,"=""0""",0,,617-866-3824,
720,"=""021000658831""",General Food,1,189,n,n,Kraft:Original,7.25 OZ,,n,1,"=""0""",0,,617-866-3824,
721,"=""021000658862""",Grocery Non-Taxable,1,499,n,n,Kraft Deluxe - Original Cheddar,14.00 OZ,,n,1,"=""0""",0,,617-866-3824,
722,"=""021000658930""",Grocery Non-Taxable,1,499,n,n,Kraft Velveeta Original - Creamy Cheese Sauce & Shell Pasta,12.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
723,"=""021065000057""",Grocery Non-Taxable,1,199,n,n,Steve's & Ed's Louisiana Hot Sauce,17 oz,y,n,1,"=""0""",0,,617-866-3824,
724,"=""021065000507""",Grocery Non-Taxable,1,499,n,n,Steve's & Eds Honey,12 oz,y,n,1,"=""0""",0,,617-866-3824,
725,"=""021100021115""",Grocery Non-Taxable,1,199,n,n,Deming's:Pink Wild Caught Alaskan,14.75 OZ,y,n,1,"=""0""",0,,617-866-3824,
726,"=""021130078608""",Grocery Non-Taxable,1,59,n,n,Y,,y,n,1,"=""0""",0,,617-866-3824,
727,"=""021130280490""",Grocery Non-Taxable,1,499,n,n,Sanks,,y,n,1,"=""0""",0,,617-866-3824,
728,"=""021130333059""",Grocery Non-Taxable,1,50,n,n,Sanks,,y,n,1,"=""0""",0,,617-866-3824,
729,"=""021130335169""",Grocery Non-Taxable,1,99,n,n,Whole,,y,n,1,"=""0""",0,,617-866-3824,
730,"=""021130370207""",Grocery Non-Taxable,1,199,n,n,Safeway:Chicken Broth,14.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
731,"=""021130370221""",Dairy,1,100,n,n,Hbm,,y,n,1,"=""0""",0,,617-866-3824,
732,"=""021130372201""",Grocery Non-Taxable,1,99,n,n,Noodle,,y,n,1,"=""0""",0,,617-866-3824,
733,"=""021130451302""",Grocery Non-Taxable,1,499,n,n,Coffe,,y,n,1,"=""0""",0,,617-866-3824,
734,"=""021130491018""",Grocery Non-Taxable,1,99,n,n,Paste,,y,n,1,"=""0""",0,,617-866-3824,
735,"=""021130505982""",Grocery Non-Taxable,1,149,n,n,Signature Mac & cheese,,y,n,1,"=""0""",0,,617-866-3824,
736,"=""021130512867""",Grocery Non-Taxable,1,429,n,n,"Safeway:Canola Oil, 100% Pure",48.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
737,"=""021200000003""",Household,1,159,n,n,Scotch-brite Scrub Sponge - Heavy Duty,1.00 Ct,,n,1,"=""0""",0,,617-866-3824,
738,"=""021273100129""",Grocery Non-Taxable,1,449,n,n,"Gunter's:Pure Honey, Clover",12.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
739,"=""021273500165""",Grocery Non-Taxable,1,499,n,n,Pure Honey Orange Blossom,.16oz,y,n,1,"=""0""",0,,617-866-3824,
740,"=""021400058651""",Household,1,549,n,n,Formula shell 10w-40,,,n,1,"=""0""",0,1.0,617-866-3824,
741,"=""021500013291""",Grocery Non-Taxable,1,249,n,n,Lawry's Seasoned,,,n,1,"=""0""",0,,617-866-3824,
742,"=""021500013307""",Grocery Non-Taxable,1,249,n,n,Lawry's Seasoned Salt,12oz,,n,1,"=""0""",0,,617-866-3824,
743,"=""021854002026""",Household,1,349,n,n,"Duct Tape Silver - 1.89"""" x 30 Yards",,,n,1,"=""0""",0,1.0,617-866-3824,
744,"=""022000000675""",Candy,1,135,n,n,Hubba Bubba Max:5 Pc Strawberry-Watermelon 8/,18.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
745,"=""022000000897""",Candy,1,199,n,n,Orbit White,"=""1""",,n,1,"=""0""",0,,617-866-3824,
746,"=""022000000941""",Candy,1,225,n,n,Orbit White,,,n,1,"=""0""",0,1.0,617-866-3824,
747,"=""022000001122""",Candy,1,125,n,n,Minis sour,EA,,n,1,"=""0""",0,,617-866-3824,
748,"=""022000001719""",Candy,1,35,n,n,Spearmint,5.00 CT,y,n,1,"=""0""",0,,617-866-3824,
749,"=""022000001726""",Candy,1,35,n,n,Doublemint,5.00 CT,y,n,1,"=""0""",0,,617-866-3824,
750,"=""022000001733""",Candy,1,35,n,n,Juicy Fruit,5.00 CT,y,n,1,"=""0""",0,,617-866-3824,
751,"=""022000001740""",Candy,1,35,n,n,Big Red,5.00 CT,y,n,1,"=""0""",0,,617-866-3824,
752,"=""022000001788""",Candy,1,35,n,n,Winterfresh,5.00 CT,y,n,1,"=""0""",0,,617-866-3824,
753,"=""022000002709""",Candy,1,135,n,n,Hubba Bubba Max:5 Pc Outrageous Original 8/,18.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
754,"=""022000003591""",Candy,1,99,n,n,Life Savers / Gummies:Gummies Wild Berries 12/3.5 Oz Theater Box,3.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
755,"=""022000004345""",Candy,1,149,n,n,Life Savers:Hard 5 Flavors,14.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
756,"=""022000004796""",Candy,1,169,n,n,Juicy fruit,,,n,1,"=""0""",0,,617-866-3824,
757,"=""022000004833""",Candy,1,199,n,n,Orbit:Sweet Mint Sugar Free,14.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
758,"=""022000004840""",Candy,1,199,n,n,Orbit Spearmint,14.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
759,"=""022000004864""",Candy,1,199,n,n,Orbit:Peppermint Sugar Free,14.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
760,"=""022000004888""",Candy,1,199,n,n,Orbit WinterMint,14.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
761,"=""022000004895""",Candy,1,199,n,n,Orbit Bubblemint,14.00 CT,y,n,1,"=""0""",0,1.0,617-866-3824,
762,"=""022000005120""",Candy,1,199,n,n,5 Peppermint Cobalt,"=""1""",,n,1,"=""0""",0,,617-866-3824,
763,"=""022000005144""",Candy,1,189,n,n,Wrigley's 5 Spearmint - Rain,15 ct,,n,1,"=""0""",0,,617-866-3824,
764,"=""022000006653""",Candy,1,199,n,n,Spearmint,"=""15""",,n,1,"=""0""",0,,617-866-3824,
765,"=""022000006660""",Candy,1,199,n,n,Doublemint 15 sticks,"=""1""",y,n,1,"=""0""",0,1.0,617-866-3824,
766,"=""022000006677""",Candy,1,179,n,n,Juicy Fruit Slim Pack,"=""15""",y,n,1,"=""0""",0,,617-866-3824,
767,"=""022000006684""",Candy,1,199,n,n,Big Red,"=""15""",y,n,1,"=""0""",0,,617-866-3824,
768,"=""022000006691""",Candy,1,199,n,n,Winterfresh 15 sticks,1.00 CT,y,n,1,"=""0""",0,,617-866-3824,
769,"=""022000006868""",Candy,1,100,n,n,Spearmint:5 Ct,4.00 PK,y,n,1,"=""0""",0,,617-866-3824,
770,"=""022000006875""",Candy,1,100,n,n,Doublemint:5 Stk 4pk 10/,4.00 CT,y,n,1,"=""0""",0,,617-866-3824,
771,"=""022000006905""",Grocery Non-Taxable,1,99,n,n,Winterfresh:5 Ct,4.00 PKW,y,n,1,"=""0""",0,,617-866-3824,
772,"=""022000007681""",Snacks,1,249,n,n,Altoids Artic Wintergreen,1.2 oz,,n,1,"=""0""",0,1.0,617-866-3824,
773,"=""022000007698""",Candy,1,199,n,n,Altoids Arctic Peppermint,1.2 Oz,,n,1,"=""0""",0,,617-866-3824,
774,"=""022000008381""",Candy,1,189,n,n,Extra Sweet Watermelon,15.00 CT,y,n,1,"=""0""",0,,617-866-3824,
775,"=""022000008404""",Candy,1,189,n,n,Extra Winterfresh Sugarfree,15.00 CT,,n,1,"=""0""",0,,617-866-3824,
776,"=""022000008459""",Candy,1,189,n,n,Extra Classic Bubble Sugarfree,15.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
777,"=""022000008565""",Grocery Non-Taxable,1,100,n,n,extra,"=""1""",y,n,1,"=""0""",0,,617-866-3824,
778,"=""022000008916""",Candy,1,199,n,n,Extra Peppermint,15.00 CT,,n,1,"=""0""",0,,617-866-3824,
779,"=""022000008985""",Candy,1,189,n,n,Extra Polar Ice Sugarfree,15.00 CT,,n,1,"=""0""",0,,617-866-3824,
780,"=""022000008992""",Candy,1,199,n,n,Extra Spearmint Sugarfree,15.00 CT,,n,1,"=""0""",0,,617-866-3824,
781,"=""022000009739""",Snacks,1,199,n,n,Altoids:Peppermint Sugar Free .37 Oz,50.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
782,"=""022000009951""",Snacks,1,249,n,n,Altoids Arctic Strawberry,1.2 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
783,"=""022000011794""",Grocery Non-Taxable,1,125,n,n,Orbit Tropical Remix,14 ct,y,n,1,"=""0""",0,,617-866-3824,
784,"=""022000011879""",Grocery Non-Taxable,1,75,n,n,Starburst Original,3.5 oz,y,n,1,"=""0""",0,,617-866-3824,
785,"=""022000012098""",Grocery Non-Taxable,1,199,n,n,Orbit Strawberry,14.00 CT,y,n,1,"=""0""",0,1.0,617-866-3824,
786,"=""022000012104""",Condiments,1,125,n,n,Orbit for Kids:Original Bubble Gum,26.60 G,y,n,1,"=""0""",0,,617-866-3824,
787,"=""022000014634""",Candy,1,289,n,n,Life Savers / Gummies:Collisions,4.20 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
788,"=""022000014641""",Candy,1,189,n,n,Life Savers / Gummies:5 Flavors,4.20 OZ,,n,1,"=""0""",0,,617-866-3824,
789,"=""022000015532""",Candy,1,189,n,n,5 Wintermint Ascent,1.00 Ct,,n,1,"=""0""",0,,617-866-3824,
790,"=""022000016478""",Candy,1,100,n,n,Starburst Superfruit Flavor,2.07 Oz,y,n,1,"=""0""",0,,617-866-3824,
791,"=""022000016560""",Candy,1,125,n,n,Skittles Orchards,2.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
792,"=""022000016690""",Candy,1,189,n,n,5 Sour Strawberry Flood,15 ct,y,n,1,"=""0""",0,,617-866-3824,
793,"=""022000016935""",Candy,1,199,n,n,Bubble Tape Sour Flavor Blubble Gum,2 Oz,,n,1,"=""0""",0,,617-866-3824,
794,"=""022000017352""",Candy,1,125,n,n,Skittles Sweets & Sour,2.17 Oz,y,n,1,"=""0""",0,,617-866-3824,
795,"=""022000017468""",Candy,1,179,n,n,Orbit Citrus Remix,14pc,,n,1,"=""0""",0,,617-866-3824,
796,"=""022000017499""",Candy,1,179,n,n,Wrigley's Juicy Fruit Starburst:Strawberry,40.50 G,,n,1,"=""0""",0,,617-866-3824,
797,"=""022000017871""",Candy,1,299,n,n,Extra Spearmint 35,,,n,1,"=""0""",0,1.0,617-866-3824,
798,"=""022000017888""",Candy,1,299,n,n,EXTRA POLAR ICE,35 ct,,n,1,"=""0""",0,1.0,617-866-3824,
799,"=""022000018328""",Grocery Non-Taxable,1,99,n,n,Jjjj,,y,n,1,"=""0""",0,,617-866-3824,
800,"=""022000018809""",Dairy,1,100,n,n,Starburst: Summer Splash,1pc,y,n,1,"=""0""",0,,617-866-3824,
801,"=""022000019233""",Candy,1,299,n,n,Life Savers / Gummies:Collisions,7oz,,n,1,"=""0""",0,,617-866-3824,
802,"=""022000019691""",Candy,1,299,n,n,Starburst Gummies Sour,,,n,1,"=""0""",0,,617-866-3824,
803,"=""022000019707""",Candy,1,249,n,n,Starburst,5.8 oz,,n,1,"=""0""",0,,617-866-3824,
804,"=""022000019882""",Candy,1,149,n,n,Starbusrt All Pink,2.07 oz,,n,1,"=""0""",0,1.0,617-866-3824,
805,"=""022000020154""",Snacks,1,249,n,n,starburst minis,5.8 oz,,n,1,"=""0""",0,,617-866-3824,
806,"=""022000021090""",Candy,1,189,n,n,Wrigleys Juicy Fruit 15 sticks,15 sticks,,n,1,"=""0""",0,1.0,617-866-3824,
807,"=""022000021106""",Candy,1,189,n,n,Tropical berry,,,n,1,"=""0""",0,1.0,617-866-3824,
808,"=""022000021243""",Candy,1,249,n,n,Starburst,,,n,1,"=""0""",0,,617-866-3824,
809,"=""022000073563""",Candy,1,299,n,n,Skittles Wild Berry + Tropical,7.20 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
810,"=""022000073815""",Candy,1,349,n,n,Lifesavers Gummies Exotics,7 oz,,n,1,"=""0""",0,1.0,617-866-3824,
811,"=""022000076052""",Candy,1,169,n,n,juicy fruit starburst fruit punch,15 sticks,,n,1,"=""0""",0,,617-866-3824,
812,"=""022000079299""",Candy,1,189,n,n,Starburst Gummies,3.45 Oz,,n,1,"=""0""",0,,617-866-3824,
813,"=""022000116024""",Candy,1,169,n,n,Wrigley's 5 Prism:Electric Watermelon,40.50 G,y,n,1,"=""0""",0,,617-866-3824,
814,"=""022000116086""",Candy,1,249,n,n,Starburst:Gummibursts Liquid Filled Gummies Flavor Duos,6.00 OZ,,n,1,"=""0""",0,,617-866-3824,
815,"=""022000116598""",Candy,1,100,n,n,Starburst:Gummibursts Liquid Filled Gummies Flavor Duos,1.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
816,"=""022000120304""",Candy,1,299,n,n,Life Savers / Gummies:Collisions,7.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
817,"=""022000278074""",Candy,1,200,n,n,Skittle big,,,n,1,"=""0""",0,,617-866-3824,
818,"=""022000282385""",Candy,1,225,n,n,Starburst Swirlers,,,n,1,"=""0""",0,,617-866-3824,
819,"=""022000283818""",Candy,1,299,n,n,Orbit mega,,,n,1,"=""0""",0,1.0,617-866-3824,
820,"=""022000283863""",Candy,1,299,n,n,WRIG ORBIT SPEARMNT MEGA,,,n,1,"=""0""",0,1.0,617-866-3824,
821,"=""022000285942""",Candy,1,349,n,n,Skittles gummies,,,n,1,"=""0""",0,1.0,617-866-3824,
822,"=""022000285966""",Candy,1,349,n,n,Skittles wild,,,n,1,"=""0""",0,1.0,617-866-3824,
823,"=""022000287311""",Candy,1,549,n,n,Skittles Gummies 12oz,,,n,1,"=""0""",0,1.0,617-866-3824,
824,"=""022000288844""",Candy,1,349,n,n,Starbust,,,n,1,"=""0""",0,1.0,617-866-3824,
825,"=""022000288912""",Candy,1,349,n,n,Starburst,,,n,1,"=""0""",0,1.0,617-866-3824,
826,"=""022110079806""",Candy,1,199,n,n,Hubba Bubba:Bubble Tape Awesome Original,2.00 OZ,,n,1,"=""0""",0,,617-866-3824,
827,"=""022200004909""",Household,1,399,n,n,Speed Stick Power Fresh Antiperspirant Deodorant,3 oz,,n,1,"=""0""",0,,617-866-3824,
828,"=""022200004916""",Household,1,399,n,n,Speed Stick Unscented Antiperspirant Deodorant,3 oz,,n,1,"=""0""",0,,617-866-3824,
829,"=""022200930086""",Household,1,499,n,n,"Speed Stick Clear Deodorant, Ocean Surf",3 oz,,n,1,"=""0""",0,,617-866-3824,
830,"=""022200940207""",Household,1,399,n,n,Speed Stick Deodorant Regular,1.80 Oz,,n,1,"=""0""",0,,617-866-3824,
831,"=""022200940214""",Household,1,299,n,n,Speed Stick Fresh,1.8 OZ,,n,1,"=""0""",0,,617-866-3824,
832,"=""022200940221""",Household,1,399,n,n,Speed Stick Anti-persperent & Deodorant Power Fresh,1.80 Oz,,n,1,"=""0""",0,,617-866-3824,
833,"=""022200941525""",Household,1,449,n,n,Men Speed Stick Regular Deodorant,3.00 Ct,,n,1,"=""0""",0,,617-866-3824,
834,"=""022200950367""",Household,1,399,n,n,Speed Stick Irish Spring Original Antiperspirant Deodorantmi,2.7 oz,,n,1,"=""0""",0,,617-866-3824,
835,"=""022200962179""",Household,1,399,n,n,Lady Speed Stick by Mennen Fresh Fusion Roll On,1.7 Oz,,n,1,"=""0""",0,,617-866-3824,
836,"=""022200962377""",Household,1,599,n,n,Speed Stick,27 oz,n,n,1,"=""0""",0,,617-866-3824,
837,"=""022200963695""",Household,1,299,n,n,Powder Fresh Antiperspirant Deodorant,1.4 Oz,,n,1,"=""0""",0,,617-866-3824,
838,"=""022224506526""",Candy,1,199,n,n,Dr. Pepper,5 Oz,,n,1,"=""0""",0,,617-866-3824,
839,"=""022224506533""",Candy,1,199,n,n,Hawaian PunchFruit Juicy Red,5 Oz,,n,1,"=""0""",0,,617-866-3824,
840,"=""022224506540""",Candy,1,199,n,n,Crush Orange,5 Oz,,n,1,"=""0""",0,,617-866-3824,
841,"=""022224506557""",Candy,1,199,n,n,Crush Grape Candy Twist,5 oz,,n,1,"=""0""",0,,617-866-3824,
842,"=""022224507042""",Drinks,1,249,n,n,A&W Root Beer Twist,5 oz,y,n,1,"=""0""",0,,617-866-3824,
843,"=""022224920025""",Candy,1,199,n,n,Crush Gummy,,,n,1,"=""0""",0,,617-866-3824,
844,"=""022224920032""",Candy,1,199,n,n,Crush Grape Gummy,,,n,1,"=""0""",0,,617-866-3824,
845,"=""022224920049""",Candy,1,199,n,n,Hawain Punch,,,n,1,"=""0""",0,,617-866-3824,
846,"=""022400197012""",Grocery Non-Taxable,1,299,n,n,VO5:Extra Body Volumizing,15.00 FL OZ,n,n,1,"=""0""",0,,617-866-3824,
847,"=""022600002284""",Household,1,449,n,n,Trojan,,,n,1,"=""0""",0,1.0,617-866-3824,
848,"=""022600020158""",Household,1,449,n,n,Magnum xl,,,n,1,"=""0""",0,,617-866-3824,
849,"=""022600228882""",Household,1,449,n,n,Magnum Condoms,,n,n,1,"=""0""",0,,617-866-3824,
850,"=""022600642039""",Household,1,399,n,n,Trojan Condoms:Large Size Lubricated,3.00 CT,n,n,1,"=""0""",0,,617-866-3824,
851,"=""022600642084""",Household,1,399,n,n,Trojan Magnum Ribbed,3 Condoms,,n,1,"=""0""",0,,617-866-3824,
852,"=""022600646037""",Household,1,399,n,n,Trojan Condoms:Large Size Thin Ultrasmooth Lubricant,3.00 CT,,n,1,"=""0""",0,,617-866-3824,
853,"=""022600647201""",Household,1,449,n,n,Trojan Condoms:Large Size Ecstasy Ultrasmooth Lubricant,3.00 CT,,n,1,"=""0""",0,1.0,617-866-3824,
854,"=""022600920502""",Household,1,399,n,n,Trojan Condoms:Non-Lubricated,3.00 CT,,n,1,"=""0""",0,,617-866-3824,
855,"=""022600926207""",Household,1,399,n,n,Trojan Condoms:Ultra Thin Premium Lubricant,3.00 CT,n,n,1,"=""0""",0,,617-866-3824,
856,"=""022600927204""",Household,1,399,n,n,Trojan thin,,,n,1,"=""0""",0,,617-866-3824,
857,"=""022600930501""",Household,1,399,n,n,Trojan Condoms:Premium Lubricant,3.00 CT,,n,1,"=""0""",0,,617-866-3824,
858,"=""022600940500""",Household,1,399,n,n,Trojan Condoms:Ultra Ribbed Premium Lubricant,3.00 CT,,n,1,"=""0""",0,,617-866-3824,
859,"=""022600957010""",Household,1,299,n,n,Trojan Charged Orgasmic Pleasure Lubricant Condoms,3.00 ct,,n,1,"=""0""",0,,617-866-3824,
860,"=""022600957058""",Household,1,449,n,n,Trojan Sensitive Bareskin,"=""1""",y,n,1,"=""0""",0,,617-866-3824,
861,"=""022600960034""",Household,1,399,n,n,Trojan Condoms:Fire & Ice Dual Action Lubricant,3.00 CT,n,n,1,"=""0""",0,,617-866-3824,
862,"=""022600973201""",Household,1,399,n,n,Trojan Condoms:Sensations Premium Lubricated,3.00 CT,,n,1,"=""0""",0,,617-866-3824,
863,"=""022600999218""",Household,1,399,n,n,Trojan Nirvana,,,n,1,"=""0""",0,1.0,617-866-3824,
864,"=""022655303657""",Dairy,1,299,n,n,Butterball:Everyday Thin & Crispy,6.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
865,"=""022655305729""",Grocery Non-Taxable,1,449,n,n,Turkey Bologna,12oz,y,n,1,"=""0""",0,,617-866-3824,
866,"=""023100014012""",Pet,1,125,n,n,Cesar:W/Beef In Meaty Juices,3.50 OZ,,n,1,"=""0""",0,,617-866-3824,
867,"=""023100015279""",Pet,1,149,n,n,Pedigree:Choice Cuts In Gravy w/Beef,13.20 OZ,y,n,1,"=""0""",0,,617-866-3824,
868,"=""023100015736""",Pet,1,149,n,n,Pedigree:Choice Cuts In Gravy w/Chicken,13.20 OZ,n,n,1,"=""0""",0,,617-866-3824,
869,"=""023100019079""",Pet,1,249,n,n,Pedigree:Traditional Ground Dinner Chicken & Rice (Ps #1211633),13.20 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
870,"=""023100024516""",Pet,1,125,n,n,Cesar:Porterhouse Steak Flavor In Meaty Juices,3.50 OZ,,n,1,"=""0""",0,,617-866-3824,
871,"=""023100102702""",Pet,1,125,n,n,Cesar Savory,3.5 oz,,n,1,"=""0""",0,,617-866-3824,
872,"=""023100103631""",Pet,1,899,n,n,Pedigree Adult Complete Nutrition Dry Dog Food,3.5 Oz,,n,1,"=""0""",0,,617-866-3824,
873,"=""023100103655""",Pet,1,599,n,n,Puppy Complete Nutrition Dry Dog Food,3.5 oz,,n,1,"=""0""",0,,617-866-3824,
874,"=""023100119052""",Pet,1,109,n,n,Pedigree,,,n,1,"=""0""",0,1.0,617-866-3824,
875,"=""023254667515""",Grocery Non-Taxable,1,199,n,n,Hain:Sea Salt,26.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
876,"=""023517907839""",Household,1,349,n,n,Hg,,n,n,1,"=""0""",0,,617-866-3824,
877,"=""023896421971""",Snacks,1,100,n,n,Pop-Secret Popcorn,3.2 oz,,n,1,"=""0""",0,,617-866-3824,
878,"=""023896421995""",Snacks,1,100,n,n,Pop Secret Butter PopCorn,3.2 oz,,n,1,"=""0""",0,,617-866-3824,
879,"=""024000008118""",Grocery Non-Taxable,1,99,n,n,Del Monte Di,4oz,,n,1,"=""0""",0,,617-866-3824,
880,"=""024000008132""",Grocery Non-Taxable,1,99,n,n,Del Monte Diced Peaches in Light Syrup,4 Oz,,n,1,"=""0""",0,,617-866-3824,
881,"=""024000011644""",Grocery Non-Taxable,1,199,n,n,Del Monte:Original,15.00 OZ,,n,1,"=""0""",0,,617-866-3824,
882,"=""024000011859""",General Food,1,229,n,n,Del Monte:100% Juice,20.00 OZ,,n,1,"=""0""",0,,617-866-3824,
883,"=""024000013938""",Grocery Non-Taxable,1,149,n,n,Del Monte Fresh Cut:Blue Lake,8.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
884,"=""024000021421""",Grocery Non-Taxable,1,199,n,n,Del Monte Yellow Cling In Heavy Syrup w/Pull-Top Lid,8.50 OZ,,n,1,"=""0""",0,,617-866-3824,
885,"=""024000034216""",General Food,1,199,n,n,Del Monte:in Light Syrup,15.00 OZ,,n,1,"=""0""",0,,617-866-3824,
886,"=""024000162865""",Grocery Non-Taxable,1,239,n,n,Del Monte Fresh Cut:Blue Lake,14.50 OZ,,n,1,"=""0""",0,,617-866-3824,
887,"=""024000162896""",Grocery Non-Taxable,1,269,n,n,Del Monte Fresh Cut:Blue Lake,14.50 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
888,"=""024000162933""",Grocery Non-Taxable,1,239,n,n,Del Monte:Whole Blue Lake,14.50 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
889,"=""024000162995""",Grocery Non-Taxable,1,239,n,n,Del Monte Fresh Cut Sliced Carrots,14.50 OZ,,n,1,"=""0""",0,,617-866-3824,
890,"=""024000163022""",Grocery Non-Taxable,1,239,n,n,Del Monte Fresh Cut Golden Sweet,15.25 OZ,,n,1,"=""0""",0,,617-866-3824,
891,"=""024000163046""",Grocery Non-Taxable,1,99,n,n,Del Monte:White Sweet Whole Kernel,15.25 OZ,y,n,1,"=""0""",0,,617-866-3824,
892,"=""024000163084""",Grocery Non-Taxable,1,269,n,n,Del Monte Fresh Cut:Sweet Peas,15.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
893,"=""024000163145""",Grocery Non-Taxable,1,249,n,n,Del Monte:Sauerkraut,14.25 OZ,,n,1,"=""0""",0,,617-866-3824,
894,"=""024000163190""",Grocery Non-Taxable,1,249,n,n,Del Monte Mixed Vegetables,14.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
895,"=""024000163206""",Grocery Non-Taxable,1,199,n,n,Del Monte:W/Italian-Style Tomato Sauce,14.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
896,"=""024000167044""",Grocery Non-Taxable,1,299,n,n,Del Monte Fruit Cocktail,15.25 OZ,,n,1,"=""0""",0,,617-866-3824,
897,"=""024000167303""",Grocery Non-Taxable,1,239,n,n,Del Monte:Lite - Bartlett Pears in Extra Light Syrup,15.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
898,"=""024000322306""",Grocery Non-Taxable,1,199,n,n,College Inn 99% Fat Free,14.50 OZ,y,n,1,"=""0""",0,,617-866-3824,
899,"=""024000371267""",General Food,1,199,n,n,Contadina:Roma Style w/Roasted Garlic,6.00 OZ,,n,1,"=""0""",0,,617-866-3824,
900,"=""024100103447""",Grocery Non-Taxable,1,249,n,n,Cheez-It Grooves:Zesty Cheddar Ranch,3.25 OZ,y,n,1,"=""0""",0,,617-866-3824,
901,"=""024100103454""",Grocery Non-Taxable,1,249,n,n,Cheez-It Grooves:Sharp White Cheddar,3.25 OZ,y,n,1,"=""0""",0,,617-866-3824,
902,"=""024100104437""",Grocery Non-Taxable,1,499,n,n,Cheez-It:Extra Toasty,12.40 OZ,y,n,1,"=""0""",0,,617-866-3824,
