SKU,Categories,Stock,Price,Name,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?
28400089326,Grocery Non-Taxable,1,75,Funyuns Flamin' Hot:Onion Flavored Rings,,,,,,
28400089364,Snacks,1,499,Tostitos:Restaurant Style Salsa,,,,,,
28400090094,Snacks,1,59,Lay's:Salt & Vinegar,,,,,,
28400090148,Grocery Non-Taxable,1,50,Ruffles:Original,,,,,,
28400090179,Grocery Non-Taxable,1,59,Ruffles:Cheddar & Sour Cream,,,,,,
28400090841,Snacks,1,59,Funyuns:Onion Flavored Rings,,,,,,
28400090858,Snacks,1,69,Lay's:Classic,,,,,,
28400090889,Grocery Non-Taxable,1,59,Lay's:Sour Cream & Onion,,,,,,
28400090896,Snacks,1,59,Doritos,,,,,,
28400091473,Snacks,1,59,Cheetos,,,,,,
28400091510,Grocery Non-Taxable,1,69,Doritos Cool Ranch:Tortilla Chips,,,,,,
28400091565,Grocery Non-Taxable,1,75,Lay's:Classic1,,,,,,
28400099882,Condiments,1,279,Cheetos Puffs,,,,,,
28400108775,Snacks,1,99,Munchies Salted Peanuts,,,,,,
28400109147,Snacks,1,99,Frito Lay Munchies Peanuts Honey Roasted,,,,,,
28400125765,Snacks,1,189,Tostitos,,,,,,
28400135849,Snacks,1,349,Lay's Ketchup,,,,,,
28400135931,Snacks,1,169,Lay's Ketchup 77.9 g,,,,,,
28400135948,Snacks,1,189,J,,,,,,
28400135986,Snacks,1,169,Lay's Wavy,,,,,,
28400146906,Grocery Non-Taxable,1,189,Simply,,,,,,
28400147408,Snacks,1,329,Sun Chips:Garden Salsa,,,,,,
28400161862,Grocery Non-Taxable,1,59,Original Corn Chips,,,,,,
28400161886,Snacks,1,59,Lay`s Brand Honey Barbecue Flavored Potato Chips,,,,,,
28400161909,Snacks,1,59,lays classic,,,,,,
28400161916,Snacks,1,59,Lay's Brand Sweet Southern Heat Barbecue,,,,,,
28400161978,Snacks,1,59,Lay's Flamin' Hot Potato Chips,,,,,,
28400161992,Snacks,1,59,Lays Chips Salt & Vinegar,,,,,,
28400162012,Grocery Non-Taxable,1,59,Ruffles Cheddar & Sour Cream Potato Chips,,,,,,
28400162029,Grocery Non-Taxable,1,59,Cheetos Crunchy Cheese Flavored Snacks,,,,,,
28400162043,Snacks,1,59,Cheetos Crunchy Cheddar Jalapeno,,,,,,
28400162050,Snacks,1,59,Cheetos Crunchy Flamin` Hot Cheese Flavored Snacks,,,,,,
28400162074,Snacks,1,59,Doritos Cool Ranch Tortilla Chips,,,,,,
28400162081,Snacks,1,59,Doritos Nacho Cheese Tortilla Chips,,,,,,
28400162098,Grocery Non-Taxable,1,59,Doritos Spicy Nacho,,,,,,
28400162128,Snacks,1,59,Doritos Dinamita Chile Limon,,,,,,
28400162159,Grocery Non-Taxable,1,59,Doritos Spicy Sweet Chili Tortilla Chips,,,,,,
28400165679,Snacks,1,59,Chesters Popcorn Flaming hot,,,,,,
28400167024,Grocery Non-Taxable,1,100,Grandma's:Strawberry,,,,,,
28400171915,Snacks,1,189,Simply,,,,,,
28400172516,Snacks,1,239,Cracker Jack Caramel Coated Popcorn & Peanuts,,,,,,
28400183833,Snacks,1,329,Lay's Oven Baked:Barbecue,,,,,,
28400190794,Snacks,1,200,Munchos Potato Crisps,,,,,,
28400191555,Snacks,1,189,Lays,,,,,,
28400198110,Snacks,1,189,Cheetos,,,,,,
28400199148,Snacks,1,449,Lay's Classic Potato Chips,,,,,,
28400199544,Boss Revolution,1,329,Wavy Original Potato Chips,,,,,,
28400199575,Snacks,1,189,Flaming hot,,,,,,
28400199612,Snacks,1,499,Lays BBQ Chips,,,,,,
28400199636,Snacks,1,499,Lays Sour Cream & Onion,,,,,,
28400199988,Snacks,1,329,Lays Cheddar & Sour Cream,,,,,,
28400200608,Snacks,1,329,Lay's Salt & Vinegar Flavored Potato Chips,,,,,,
28400200684,Snacks,1,379,Lays Honey BBQ,,,,,,
28400208543,Snacks,1,189,Lay's Dill Pickle,,,,,,
28400208642,Snacks,1,189,Lay's Wavy,,,,,,
28400209731,Snacks,1,189,Ruffles,,,,,,
28400209779,Snacks,1,189,Ruffles,,,,,,
28400236492,Snacks,1,79,Lays classic,,,,,,
28400236973,Snacks,1,79,Doritos nacho,,,,,,
28400236980,Snacks,1,79,RUFFLES,,,,,,
28400237048,Snacks,1,79,FUNYUN 1 OZ,,,,,,
28400237055,Snacks,1,79,Cheetos,,,,,,
28400237079,Snacks,1,79,SMARTFOOD POPCORN,,,,,,
28400237109,Snacks,1,79,Fries,,,,,,
28400237376,Snacks,1,79,Cheetos,,,,,,
28400240185,Snacks,1,399,Funyuns Onion Flavored Rings,,,,,,
28400258173,Snacks,1,79,Lays,,,,,,
28400258210,Snacks,1,79,Cheetos,,,,,,
28400258821,Snacks,1,79,Cool ranch,,,,,,
28400258852,Snacks,1,79,Doritos,,,,,,
28400258883,Snacks,1,79,Doritos,,,,,,
28400258890,Snacks,1,79,Funyuns,,,,,,
28400259422,Snacks,1,149,Grandma,,,,,,
28400259552,Snacks,1,149,Grandma,,,,,,
28400259613,General Food,1,149,Grandmas,,,,,,
28400261494,Snacks,1,69,Munchies honey Roasted 38.9g,,,,,,
28400261562,Snacks,1,69,Sunflower 1 3/4oz,,,,,,
28400261579,Snacks,1,69,Sunflower,,,,,,
28400282048,Grocery Non-Taxable,1,189,Funyuns Onion Flavored Rings,,,,,,
28400282123,Snacks,1,189,Funyuns Flammin Hot,,,,,,
28400305891,Snacks,1,199,CHEETOS  2 0Z,,,,,,
28400305907,Snacks,1,199,CHEETOS,,,,,,
28400306980,Snacks,1,199,DORITOS,,,,,,
28400309172,Snacks,1,199,Chip,,,,,,
28400309653,Snacks,1,199,Chip,,,,,,
28400314015,Snacks,1,499,Sm,,,,,,
28400323819,Snacks,1,219,Lays,,,,,,
28400323826,Snacks,1,229,Lays,,,,,,
28400323857,Snacks,1,239,Lays,,,,,,
28400323895,Snacks,1,199,Lays,,,,,,
28400323987,Snacks,1,199,Lays crispy taco,,,,,,
28400324205,Snacks,1,229,Lays,,,,,,
28400324212,Snacks,1,229,Lays,,,,,,
28400324236,Snacks,1,239,Lays Limom,,,,,,
28400324410,Snacks,1,229,Ruffles,,,,,,
28400324427,Snacks,1,239,Ruffles,,,,,,
28400324434,Snacks,1,219,Ruffles quesO,,,,,,
28400324472,Snacks,1,219,Ruffles,,,,,,
28400324489,Snacks,1,199,Ruffles jalapeno,,,,,,
28400324878,Snacks,1,239,Lays,,,,,,
28400324922,Snacks,1,199,Lays,,,,,,
28400325042,Snacks,1,229,Doritos,,,,,,
28400325059,Snacks,1,229,Doritos,,,,,,
28400325073,Snacks,1,229,Doritos,,,,,,
28400325080,Snacks,1,239,Doritos,,,,,,
28400325172,Snacks,1,229,Doritos,,,,,,
28400325226,Snacks,1,229,Doritos hot,,,,,,
28400326018,Snacks,1,199,Lays flamin dill,,,,,,
28400327282,Snacks,1,229,Fritos,,,,,,
28400327299,Snacks,1,229,Frito Chili Cheese,,,,,,
28400327305,Snacks,1,239,Frito Orignal,,,,,,
28400327367,Snacks,1,149,Turbo flamas,,,,,,
28400328753,Snacks,1,199,SmartFood Flaming Hot,,,,,,
28400329125,Snacks,1,239,Puffs,,,,,,
28400329453,Snacks,1,229,cheetos,,,,,,
28400329460,Snacks,1,199,Cheetos xtra flaming hot,,,,,,
28400329484,Snacks,1,239,Che,,,,,,
28400329491,Snacks,1,229,Cheetos Cruncy,,,,,,
28400329507,Snacks,1,199,Chip,,,,,,
28400331128,Snacks,1,149,Hot n Spicy,,,,,,
28400331203,Snacks,1,189,Simply Cheetis,,,,,,
28400331500,Snacks,1,149,Munchos,,,,,,
28400331524,Snacks,1,229,Fries,,,,,,
28400331548,Snacks,1,189,Lays,,,,,,
28400331555,Snacks,1,239,Funyuns,,,,,,
28400331609,Snacks,1,199,Funnyuns,,,,,,
28400331760,Snacks,1,239,Sun chips,,,,,,
28400331791,Snacks,1,229,Sm,,,,,,
28400336000,Snacks,1,149,Baken,,,,,,
28400360999,Snacks,1,149,Rold,,,,,,
28400371858,Snacks,1,449,Lay's Kettle Cooked Jalapeñp,,,,,,
28400372183,Snacks,1,449,Lays Kettle Mesquite BBQ,,,,,,
28400417723,Dairy,1,189,Fritos Honey BBQ Twists,,,,,,
28400419222,Snacks,1,189,Fritos Chilli Cheese,,,,,,
28400420495,Grocery Non-Taxable,1,189,Fritos,,,,,,
28400420532,Grocery Non-Taxable,1,189,Lay's Barbecue,,,,,,
28400420549,Grocery Non-Taxable,1,189,Lay's Classic,,,,,,
28400420556,Grocery Non-Taxable,1,189,Lay's Salt & Vinegar,,,,,,
28400420617,Grocery Non-Taxable,1,189,Lay's Sour Cream & Onion,,,,,,
28400420624,Snacks,1,189,Lay's Flamin Hot,,,,,,
28400420631,Snacks,1,189,Lay`s Limon Potato Chips,,,,,,
28400420662,Snacks,1,189,Lay's:Dill Pickle,,,,,,
28400420716,Grocery Non-Taxable,1,189,Doritos Cool Ranch,,,,,,
28400420730,Grocery Non-Taxable,1,189,Doritos Nacho Cheese,,,,,,
28400420754,General Food,1,189,Doritos Spicy Nacho Flavor,,,,,,
28400421195,Grocery Non-Taxable,1,189,Doritos Spicy Sweet Chili,,,,,,
28400430906,Snacks,1,189,Ruffles Sour Cream & Onion Potato chips,,,,,,
28400431439,Grocery Non-Taxable,1,189,Ruffles Cheddar & Sour Cream,,,,,,
28400433181,Grocery Non-Taxable,1,189,Cheetos Crunchy,,,,,,
28400433921,Snacks,1,189,Cheetos jalapeno,,,,,,
28400433938,Grocery Non-Taxable,1,189,Cheetos Crunchy Flamin Hot,,,,,,
28400434157,Snacks,1,169,Cheetos Crunchy flamin hot w/ limon,,,,,,
28400435031,Condiments,1,189,Cheetos Puff,,,,,,
28400435413,Snacks,1,189,Cheetos Flamin' Hot Puffs,,,,,,
28400435703,Snacks,1,189,Baken-Ets Original Pork Skins,,,,,,
28400435741,Snacks,1,189,Baken - Ets Chicharrones Hot N' Spicy,,,,,,
28400436175,Snacks,1,199,Rold Gold Pretzels Classic Thins,,,,,,
28400436182,Snacks,1,199,Munchies Cheese Fix,,,,,,
28400436342,Condiments,1,169,Doritos Jacked:Ranch Dipped Hot Wings,,,,,,
28400437653,Grocery Non-Taxable,1,189,Munchos Potato Crisps,,,,,,
28400437745,Snacks,1,189,Chesters fries  Flaming Hot,,,,,,
28400437752,Grocery Non-Taxable,1,189,Lays Baked - Original,,,,,,
28400437820,Snacks,1,189,Sun Chips Harvest Cheddar 100% Whole Grain,,,,,,
28400437837,Snacks,1,189,Lays Kettle Cooked Potato Chips Jalapeno Flavored,,,,,,
28400437851,Snacks,1,189,Lays Kettle Cooked Potato Chips Mesquite BBQ,,,,,,
28400437868,Snacks,1,189,Lay`s Kettled Cooked Original,,,,,,
28400437899,Grocery Non-Taxable,1,189,Smartfood White Cheddar Popcorn,,,,,,
28400440219,Snacks,1,189,Lays,,,,,,
28400440288,Snacks,1,189,K,,,,,,
28400440349,Snacks,1,189,D,,,,,,
28400440479,Snacks,1,189,D,,,,,,
28400459563,Grocery Non-Taxable,1,199,Nut Harvest: Mixed Nuts,,,,,,
28400459587,Snacks,1,199,Nut Harvest In Shell Pistachios,,,,,,
28400470520,Snacks,1,199,Kettle,,,,,,
28400480345,Snacks,1,189,A,,,,,,
28400480352,Snacks,1,189,F,,,,,,
28400515733,Snacks,1,219,Ruffles,,,,,,
28400516310,Snacks,1,559,Doritos,,,,,,
28400516464,Snacks,1,559,Doritos Nacho cheese big,,,,,,
28400516679,Snacks,1,559,Doritos,,,,,,
28400517997,Snacks,1,479,Tostitos,,,,,,
28400518208,Snacks,1,199,Cheetos,,,,,,
28400518581,Snacks,1,219,Doritos,,,,,,
28400518598,Snacks,1,199,Doritos 3D,,,,,,
28400564571,Grocery Non-Taxable,1,189,Ruffles All Dressed,,,,,,
28400589222,Snacks,1,169,Smartfood White Jalapeno Popcorn,,,,,,
28400589253,Snacks,1,499,Tostitos Habanero Salsa,,,,,,
28400589277,Snacks,1,519,Fritos Falvor Twist Honey BBQ,,,,,,
28400589291,Snacks,1,449,Fritos,,,,,,
28400589864,Snacks,1,499,Cheetos Crunchy,,,,,,
28400589895,Snacks,1,519,Flamin' Hot Cheetos,,,,,,
28400595872,Grocery Non-Taxable,1,200,Baken-ets Chicharrones,,,,,,
28400596688,Snacks,1,519,Cheetos Puffs,,,,,,
28400598118,Grocery Non-Taxable,1,429,Lay's Barbecue Family Size,,,,,,
28400600927,Snacks,1,189,Doritos Poppin' Jalapeno,,,,,,
28400601252,Snacks,1,149,Matador original,,,,,,
28400601269,Snacks,1,149,Matador Flamin Hot,,,,,,
28400601290,Snacks,1,699,Matador Teriyaki Jerky,,,,,,
28400601320,Snacks,1,699,Matador Orginal Jerkey,,,,,,
28400601894,Snacks,1,199,Matador Original,,,,,,
28400602136,Snacks,1,199,Matador Teriyaki,,,,,,
28400603270,Snacks,1,189,Tostitos Salsa Verde,,,,,,
28400604581,Snacks,1,149,Pork,,,,,,
28400610209,Snacks,1,199,Lays adobadas,,,,,,
28400616737,Snacks,1,229,Baken,,,,,,
28400616829,Snacks,1,229,Bakenets,,,,,,
28400634793,Snacks,1,189,Ruffles flamin hot,,,,,,
28400634823,Snacks,1,169,Fritos,,,,,,
28400637695,Snacks,1,329,Lays Poppables White Cheddar,,,,,,
28400637701,Snacks,1,189,H,,,,,,
28400637718,Snacks,1,329,Lays Poppables Sea Salt Potato Bites,,,,,,
28400638159,Snacks,1,169,Cheetos Paws,,,,,,
28400639552,Snacks,1,399,Smartfood Popcorn: White Cheddar Cheese,,,,,,
28400641326,Snacks,1,429,Doritos Cool Ranch Tortilla Chips,,,,,,
28400642033,Grocery Non-Taxable,1,429,Doritos Nacho Cheese Tortilla Chips,,,,,,
28400642040,Snacks,1,429,Doritos SpicyCheese Tortilla Chips,,,,,,
28400648363,Snacks,1,189,Doritos Dinamita,,,,,,
28400648769,Snacks,1,189,cheetos chipotle ranch,,,,,,
28400652759,Snacks,1,59,Sunflower Seeds Original,,,,,,
28400653411,Dairy,1,59,Frito Lay Ranch Sunflower Seeds,,,,,,
28400654135,General Food,1,59,Frito Lays Sunflower Extra Long,,,,,,
28400655552,Grocery Non-Taxable,1,429,Sanks,,,,,,
28400674751,Snacks,1,189,FRITOLAY POPPABLES HONEY BBQ $1.69,,,,,,
28400676700,Snacks,1,189,Ruffles,,,,,,
28400676724,Snacks,1,59,Doriros,,,,,,
28400680769,Snacks,1,479,Doritos,,,,,,
28400681995,Snacks,1,199,Doritos,,,,,,
28400688772,Snacks,1,229,Doritos,,,,,,
28400688918,Snacks,1,239,Ruffles,,,,,,
28400689748,Snacks,1,229,Lays,,,,,,
28400689762,Snacks,1,229,Lays,,,,,,
28400695640,Snacks,1,239,Doritos smartfood,,,,,,
28400923293,Snacks,1,189,Doritos Blaze,,,,,,
29000008229,Dairy,1,299,Blue Bonnet:Vegetable Oil Spread,,,,,,
29000010062,Snacks,1,299,Planters:Sweet & Nutty,,,,,,
29000010260,Snacks,1,299,Planters:Deluxe Whole,,,,,,
29000012578,Snacks,1,299,Planters:Honey Roasted Peanuts,,,,,,
29000012585,Snacks,1,299,Planters:Salted,,,,,,
29000012639,Snacks,1,249,Planters:Wicked Hot Chipotle,,,,,,
29000012745,Snacks,1,199,Planters:Dry Roasted,,,,,,
29000015449,Snacks,1,299,Planters:Dry Roasted,,,,,,
29000017078,Grocery Non-Taxable,1,59,Planters:Dry Roasted Peanuts,,,,,,
29000017931,General Food,1,99,Planters:Salted Peanuts,,,,,,
29000017948,Snacks,1,99,Planters Honey Roasted Peanuts,,,,,,
29000017955,Snacks,1,99,Planters Salted Cashews,,,,,,
29000019454,Snacks,1,229,Planters Salted Caramel Peanuts,,,,,,
29000019461,Snacks,1,229,Planters Classic Peanuts,,,,,,
29000019485,Snacks,1,229,Planters Chili Lime Peanuts,,,,,,
29000020016,Snacks,1,199,Planters Seasalt & Vinegar Peanuts,,,,,,
29000020450,Snacks,1,199,Planters Chili Lime Peanuts,,,,,,
29000020825,Drinks,1,169,Planters Salted Peanuts,,,,,,
29000020979,Grocery Non-Taxable,1,169,Planters Honey Roasted Peanuts,,,,,,
29000022096,Snacks,1,69,Planters - Dry Roasted Peanuts,,,,,,
29000022119,Snacks,1,69,Planters: Salted Peanuts,,,,,,
29000022133,Snacks,1,69,Planters Honey Roasted Peanuts,,,,,,
29000022157,Snacks,1,69,Planters - Heat Peanuts,,,,,,
29000072190,Snacks,1,299,Planters:Spicy Nuts & Cajun Sticks,,,,,,
29000074361,Snacks,1,249,Planters:Salted,,,,,,
29000074460,Snacks,1,199,Planters:Nut & Chocolate,,,,,,
29000074491,Snacks,1,299,Planters:Honey Roasted,,,,,,
29000075351,Grocery Non-Taxable,1,75,Planters Salted Peanuts,,,,,,
29000075375,Grocery Non-Taxable,1,75,Planters Heat Peanuts,,,,,,
29000075382,Snacks,1,199,Planters:Salted Cashews,,,,,,
29000075399,Snacks,1,199,Planters:Honey Roasted Cashews,,,,,,
29000075412,Drinks,1,199,Smoked Almonds,,,,,,
29000078628,Snacks,1,399,Planters:Nut & Chocolate,,,,,,
29000078802,Snacks,1,399,"Planters:Fruit & Nut - Peanuts, Raisins, Banana Chips, Cashews, Pineapple, Cranberries",,,,,,
29126130620,Grocery Non-Taxable,1,15,Sour Power Red,,,,,,
29126130651,Grocery Non-Taxable,1,15,Sour Power Blue,,,,,,
29126130675,Candy,1,15,Sour Power Belt Strawberry,,,,,,
29126130682,Candy,1,15,Sour Power,,,,,,
29126130774,Candy,1,15,Sour Power Belts,,,,,,
29126150307,Grocery Non-Taxable,1,125,SOUR POWER STRAWS COTTON CANDY,,,,,,
29126150352,Candy,1,149,Sour Power Straws Pink Lemonade 2 Oz Each,,,,,,
29126150444,General Food,1,149,Sour Power Sortz Straws,,,,,,
29126150659,Candy,1,149,Sour Power Straws Blue Raspberry,,,,,,
29126150703,Candy,1,149,Sour power,,,,,,
29126150826,Condiments,1,149,Dorval Sour Power Straws Watermelon,,,,,,
29126150864,Candy,1,135,Sour,,,,,,
29126150871,Grocery Non-Taxable,1,149,Sour Power Straws Strawberry,,,,,,
29126150888,Grocery Non-Taxable,1,149,Sour Power Green Apple Soft Chewy Candy,,,,,,
29126160801,Candy,1,100,Sour,,,,,,
29126184449,Candy,1,179,Sour Power Mini Sortz The Original,,,,,,
29126184708,Candy,1,179,Sour Power The Original,,,,,,
29126184777,Candy,1,179,Sour Power Quattro Snax The Original,,,,,,
29700001148,Grocery Non-Taxable,1,299,Idahoan Original Mashed Potatoes,,,,,,
29839000135,Dairy,1,169,Friendly's:Original Fudge,,,,,,
29839000500,Frozen Food,1,169,Friendly's:Nutty Caramel Crunch,,,,,,
29839006472,Grocery Non-Taxable,1,499,Premium:Premium Chocolate Chip,,,,,,
29839006885,Grocery Non-Taxable,1,499,Premium:Premium Classic Chocolate,,,,,,
29900212115,Household,1,249,Good Sense Kitchen Bags - Tall,,,,,,
29900213020,Household,1,139,GoddSense Flap Tie Tall Kitchen Bags,,,,,,
29900213037,Household,1,139,GoodSense Tall Kitchen Bags,,,,,,
30000010204,Grocery Non-Taxable,1,329,Quaker Oats 100% Whole Grain - Old Fashioned,,,,,,
30000011805,Grocery Non-Taxable,1,699,Quaker Oats 100% Whole Grain - Quick 1 Minute,,,,,,
30000012000,Grocery Non-Taxable,1,699,Quaker Oats:100% Whole Grain - Quick 1 Minute,,,,,,
30000012109,Grocery Non-Taxable,1,349,Quaker Oats:Original,,,,,,
30000030509,Grocery Non-Taxable,1,299,Quaker:Yellow Enriched & Degerminated,,,,,,
30000040508,Grocery Non-Taxable,1,449,Quaker:Original Flavor Family Size,,,,,,
30000040904,Grocery Non-Taxable,1,299,Quaker:Old Fashioned Smooth & Creamy,,,,,,
30000041703,Grocery Non-Taxable,1,399,Quaker:Smooth & Creamy - Enriched White Hominy,,,,,,
30000050200,Grocery Non-Taxable,1,269,Aunt Jemima Original,,,,,,
30000050408,Grocery Non-Taxable,1,379,Aunt Jemima:Original,,,,,,
30000050705,Grocery Non-Taxable,1,399,Aunt Jemima Original Complete Pancake & Waffle Mix,,,,,,
30000052907,Grocery Non-Taxable,1,249,Aunt Jemima Complete,,,,,,
30000053003,Grocery Non-Taxable,1,399,Aunt Jemima:Buttermilk Complete,,,,,,
30000056202,Grocery Non-Taxable,1,449,"Aunt Jemima:Syrup, Butter Lite",,,,,,
30000058008,Condiments,1,499,Aunt Jemima:Lite,,,,,,
30000059500,Grocery Non-Taxable,1,349,Aunt Jemima Original Syrup,,,,,,
30000059708,Grocery Non-Taxable,1,499,Aunt Jemima Original,,,,,,
30000063019,Grocery Non-Taxable,1,499,Cap'n Crunch:Original,,,,,,
30000063224,Grocery Non-Taxable,1,399,Life:Cinnamon,,,,,,
30000063545,Grocery Non-Taxable,1,399,Life:Original,,,,,,
30000065075,Grocery Non-Taxable,1,449,Cap'n Crunch:Peanut Butter Crunch,,,,,,
30000065310,Grocery Non-Taxable,1,399,Cap'n Crunch Original,,,,,,
30000065679,Grocery Non-Taxable,1,299,Crunch Berries Cereal,,,,,,
30000169018,Grocery Non-Taxable,1,299,Quaker:Lightly Salted,,,,,,
30000169100,Grocery Non-Taxable,1,299,Quaker Rice Cakes:Caramel Corn,,,,,,
30000311684,Drinks,1,349,Cap'n Crunch:Oops! All Berries,,,,,,
30000315965,Grocery Non-Taxable,1,169,Cap'N Crunch Berries,,,,,,
30000315972,Snacks,1,169,Cap'N Crunch,,,,,,
30000319550,Grocery Non-Taxable,1,199,Apples & Cranberries Instant Oatmeal,,,,,,
30000319567,Grocery Non-Taxable,1,189,Apples & Cinnamon Instant Oatmeal,,,,,,
30000319581,Grocery Non-Taxable,1,189,"Quaker Maple & Brown Sugar Instant Oatmeal Cup, 1.69 oz",,,,,,
30000560839,Grocery Non-Taxable,1,399,Life: Vanilla Multigrain Cereal,,,,,,
30000650400,Grocery Non-Taxable,1,499,Pearl Milling company,,,,,,
30000653906,Grocery Non-Taxable,1,299,Pearl milling,,,,,,
30000658000,Grocery Non-Taxable,1,499,Pearl milling original lite,,,,,,
30000659700,Grocery Non-Taxable,1,599,Pearl Milling original,,,,,,
30000659809,Grocery Non-Taxable,1,399,Pmc original,,,,,,
30036027825,Grocery Non-Taxable,1,169,Quality Care Spot & Stain Remover,,,,,,
30100038979,Snacks,1,249,Keebler Club:Original,,,,,,
30100100287,Snacks,1,399,SANDIES,,,,,,
30100100423,Grocery Non-Taxable,1,599,Keebler Chips Deluxe Triple Chocolate Cookies,,,,,,
30100100553,Grocery Non-Taxable,1,449,Town House Original Crackers,,,,,,
30100100577,Snacks,1,399,Keebler Club Original Crackers,,,,,,
30100100683,Snacks,1,349,Keebler Club Multi-Grain Crackers,,,,,,
30100103417,Grocery Non-Taxable,1,75,Keebler M&M's - Bite Size,,,,,,
30100113218,Snacks,1,100,Keebler chocolate wafers,,,,,,
30100121824,Snacks,1,100,whoopsy fudge stripes,,,,,,
30100125150,Snacks,1,99,Keebler:Cheese & Peanut Butter - Snack Pack,,,,,,
30100125181,Snacks,1,99,Keebler Sandwich Crackers,,,,,,
30100125211,Snacks,1,99,Keebler Club:& Cheddar - Snack Pack,,,,,,
30100125877,Grocery Non-Taxable,1,99,Keeblerb Vanilla Wafers,,,,,,
30100125990,Grocery Non-Taxable,1,100,Keebler Strawberry Wafers,,,,,,
30100199434,Grocery Non-Taxable,1,125,Keebler Soft Batch Chocolate Chip Cookies,,,,,,
30100211488,Snacks,1,99,Keebler:Cheese & Cheddar - Snack Pack,,,,,,
30100211518,Snacks,1,99,Keebler Toast N Peanut Butter Jelly Crackers,,,,,,
30100217688,Candy,1,100,Keebler Fudge Stripes:Minis - Original,,,,,,
30100464242,Snacks,1,100,Keebler Vienna Fingers,,,,,,
30100487197,Grocery Non-Taxable,1,50,Keebler Cheese & Cheddar,,,,,,
30100511595,Snacks,1,99,Keebler:Pepper Jack - Snack Pack,,,,,,
30100545101,Grocery Non-Taxable,1,50,"Keebler:Sandwich Crackers, Club & Cheddar",,,,,,
30100545378,Grocery Non-Taxable,1,59,"Keebler:Sandwich Crackers, Cheese & Peanut Butter",,,,,,
30100545521,Condiments,1,50,"Keebler:Sandwich Crackers, Toast & Peanut Butter",,,,,,
30100574699,Grocery Non-Taxable,1,169,Keebler Mini Fudge Stripes Original,,,,,,
30100773986,Snacks,1,125,Keebler Fudge Shoppe:Original,,,,,,
30239190500,Snacks,1,149,Barcelona:Sunflower Seeds,,,,,,
30400774379,Grocery Non-Taxable,1,199,Regular Rolls Unscented Bath Tissue,,,,,,
30568121183,Snacks,1,199,"GoLightly:Just Chocolates - Chocolate, Chocolate Raspberry, Chocolate Mint, Swiss Chocolate Almond",,,,,,
30656615402,Household,1,700,JACK HAMMER PLATTINUM,,,,,,
30772011317,Household,1,209,Dawn,,,,,,
30772011331,Household,1,219,Dawn,,,,,,
30849000053,Grocery Non-Taxable,1,199,lemon,,,,,,
30849000060,Grocery Non-Taxable,1,199,Lime juice,,,,,,
31000007089,Frozen Food,1,229,Banquet Chicken Nuggets & Fries,,,,,,
31000007164,Frozen Food,1,249,Banquet homestyle patty meal,,,,,,
31000007171,Frozen Food,1,299,ck fingers mac cheese,,,,,,
31000007188,Frozen Food,1,249,Banquet pepper steak,,,,,,
31000007225,Frozen Food,1,249,Banquet Spaghetti & Meatballs,,,,,,
31000007232,Frozen Food,1,229,Banquet chiken parmesan,,,,,,
31000007300,Frozen Food,1,249,Banquet Salisbury Steak,,,,,,
31000007317,Frozen Food,1,249,Banquet Meatloaf Meal,,,,,,
31000007324,Grocery Non-Taxable,1,249,Banquet Mac and Cheese,,,,,,
31000007355,Frozen Food,1,299,Banquet Chicken Strips,,,,,,
31000007362,Frozen Food,1,239,Banquet Sweet & Sour Chiken,,,,,,
31000007379,Frozen Food,1,249,Banquet Turkey Meal,,,,,,
31000007386,Frozen Food,1,299,Banquet,,,,,,
31000007454,Frozen Food,1,299,Banquet Mac & Cheese,,,,,,
31000100094,Grocery Non-Taxable,1,1599,Banquet Crispy Fried Chicken,,,,,,
31000100100,Frozen Food,1,1599,Banquet Chichen,,,,,,
31000101008,Frozen Food,1,169,Banquet:Chicken & Broccoli,,,,,,
31000101015,Frozen Food,1,149,Banquet:Chicken,,,,,,
31000101022,Frozen Food,1,149,Banquet:Beef,,,,,,
31000101251,Grocery Non-Taxable,1,199,Banquet:Oven Baked Apple,,,,,,
31000101268,Frozen Food,1,199,Banquet:Oven Baked Peach,,,,,,
31000101305,Frozen Food,1,169,BANQUETUATE PIE,,,,,,
31000101558,Frozen Food,1,249,Banquet french toast,,,,,,
31000104559,Frozen Food,1,599,Banquet:Popcorn Patty Fritters,,,,,,
31000109387,Grocery Non-Taxable,1,399,Banquet:W/Gravy Mashed Potatoes & Corn,,,,,,
31000109769,Grocery Non-Taxable,1,299,Banquet:W/Gravy Mashed Potatoes & Corn,,,,,,
31000113520,Frozen Food,1,449,Banquet Sauce Over Meatballs,,,,,,
31000115029,Frozen Food,1,249,Banquet:Links Beef 10 Ct,,,,,,
31000120160,Frozen Food,1,799,Banquet:Breaded Family Pack,,,,,,
31000120191,Frozen Food,1,799,Banquet chicken strips,,,,,,
31000120214,Frozen Food,1,999,Banquet chicken tenders,,,,,,
31000120269,Frozen Food,1,499,Banquet:Breaded,,,,,,
31000126001,Frozen Food,1,499,Banquet Wing Hot & Spicy,,,,,,
31000126117,Frozen Food,1,399,Mega bowls,,,,,,
31000126124,Frozen Food,1,399,Mega bowls,,,,,,
31000184629,Grocery Non-Taxable,1,249,Links Turkey Sausage 10 ct,,,,,,
31000184643,Frozen Food,1,349,Banquet Brown N' Serve Original,,,,,,
