SKU,Categories,Stock,Price,Name
024000162865,Grocery Non-Taxable,1,239,Del Monte Fresh Cut:Blue Lake
024000162896,Grocery Non-Taxable,1,269,Del Monte Fresh Cut:Blue Lake
024000162933,Grocery Non-Taxable,1,239,Del Monte:Whole Blue Lake
024000162995,Grocery Non-Taxable,1,239,Del Monte Fresh Cut Sliced Carrots
024000163022,Grocery Non-Taxable,1,239,Del Monte Fresh Cut Golden Sweet
024000163046,Grocery Non-Taxable,1,99,Del Monte:White Sweet Whole Kernel
024000163084,Grocery Non-Taxable,1,269,Del Monte Fresh Cut:Sweet Peas
024000163145,Grocery Non-Taxable,1,249,Del Monte:Sauerkraut
024000163190,Grocery Non-Taxable,1,249,Del Monte Mixed Vegetables
024000163206,Grocery Non-Taxable,1,199,Del Monte:W/Italian-Style Tomato Sauce
024000167044,Grocery Non-Taxable,1,299,Del Monte Fruit Cocktail
024000167303,Grocery Non-Taxable,1,239,Del Monte:Lite - Bartlett Pears in Extra Light Syrup
024000322306,Grocery Non-Taxable,1,199,College Inn 99% Fat Free
024000371267,General Food,1,199,Contadina:Roma Style w/Roasted Garlic
024100103447,Grocery Non-Taxable,1,249,Cheez-It Grooves:Zesty Cheddar Ranch
024100103454,Grocery Non-Taxable,1,249,Cheez-It Grooves:Sharp White Cheddar
024100104437,Grocery Non-Taxable,1,499,Cheez-It:Extra Toasty
024100108282,Grocery Non-Taxable,1,100,Jjjk
024100109609,Snacks,1,179,Cheez-It Grooves
024100109623,Snacks,1,179,Cheez It: Sriracha
024100110520,Grocery Non-Taxable,1,75,Snakes
024100110902,Snacks,1,199,cheez it bacon
024100113606,Snacks,1,75,H
024100116225,Snacks,1,349,Chees it Wht Cheddar
024100117734,Snacks,1,179,Cheezit Extra Cheesy
024100117925,Snacks,1,349,S
024100122615,Grocery Non-Taxable,1,149,Cheez-It Baked Snack Crackers
024100126606,General Food,1,149,Cheez-It White Cheddar
024100191345,Snacks,1,199,Sunshine Cheez-It:Grab n' Go
024100203628,General Food,1,199,Sunshine Cheez-It:Cheddar Jack - Grab n' Go
024100204113,Snacks,1,349,Cheez-it Original
024100315345,Snacks,1,199,Sunshine Cheez-It:White Cheddar - Grab n' Go
024100372775,Snacks,1,199,Sunshine Cheez-It:Hot & Spicy - Grab n' Go
024100573820,Snacks,1,199,Sunshine Cheez-It:Pepper Jack - Grab n' Go
024100574674,Grocery Non-Taxable,1,169,Sunshine Cheez-It:Baked Snack Crackers
024100577163,Snacks,1,199,Sunshine Cheez-it Snack Mix Original
024100577217,Snacks,1,199,Cheez-It Double Cheese
024100577309,Snacks,1,179,Cheez-It Duoz Cheddar/Parm
024100704965,Grocery Non-Taxable,1,150,Sunshine Cheez-It:White Cheddar
024100705665,Snacks,1,399,Cheez-It:Baked Snack
024100928415,Grocery Non-Taxable,1,249,Cheez-It Duoz Cheddar / Swiss
024300014017,Snacks,1,100,Drake's DEVIL DOG
024300014024,Grocery Non-Taxable,1,189,Drake's Coffee Cakes
024300014031,Grocery Non-Taxable,1,199,DRAKES RING DINGS
024300014055,Snacks,1,100,Apple Pie
024300015076,Grocery Non-Taxable,1,199,funnybones
024300016011,Snacks,1,189,Drake`s Devil Dogs
024300016028,Grocery Non-Taxable,1,179,Drake's Coffee Cakes
024300016035,Snacks,1,179,Drake`s Ring Dings
024300016097,Snacks,1,75,Honey Bun
024300016103,Snacks,1,50,Donuts
024300016110,Snacks,1,50,Donuts
024300016158,Snacks,1,75,Donuts
024300016165,Snacks,1,75,Donuts
024300018022,Condiments,1,100,debbie
024300041303,Snacks,1,169,Little Debbie:Swiss Rolls
024300041464,Grocery Non-Taxable,1,189,"Little Debbie:Zebra Cakes, Pre-Priced"
024300044311,Grocery Non-Taxable,1,199,Little Debbie Mini Powdered Donuts
024300044328,Snacks,1,199,Little Debbie Mini Frosted Donuts Chocolate
024300044557,Snacks,1,199,Little Debbie Mini Glazed Donuts
024300044823,Snacks,1,199,Little Debbie Mini Strawberry Donuts
024300761195,Snacks,1,50,Sunbelt Bakery Peanut Sweet & Salty
024300781049,Grocery Non-Taxable,1,75,Sunbelt Farms  - Fudge Dipped Coconut
024300781063,Grocery Non-Taxable,1,50,Sunbelt Chocolate Chip Granola Bars
024300781087,Snacks,1,75,Sunbelt Bakery Oats & Honey
024300781162,Snacks,1,50,Sunbelt Bakery:Fudge Dipped Chocolate Chip
024300805097,Snacks,1,75,Little Debbie Banana Flavor Marshmallow Pie
024300805103,Snacks,1,75,Little Debbie Chocolate Flavor Marshmallow Pie
024300806070,Snacks,1,169,Little Debbie Berries & Cheese Danish Pastry
024300806087,Snacks,1,169,Little Debbie Cream Cheese Danish Pastry
024300806704,Snacks,1,149,Streusel Cakes
024300807114,Snacks,1,149,Little Debbie Peanut Butter Cream Pie Cookie
024300808388,Snacks,1,75,Honey bun
024300808500,Snacks,1,50,Little Debbie Frosted Donuts
024300808517,Snacks,1,50,Little Debbie Powdered Donuts
024300808845,Snacks,1,75,Zebra cake
024300808869,Snacks,1,75,Cosmic
024300808913,Snacks,1,75,Fudge
024300831713,Snacks,1,300,Little Debbie:Swiss Cake Rolls
024300831867,Snacks,1,300,Little Debbie:Cosmic Brownies with Chocolate Chip Candies
024300833274,Snacks,1,59,Little Debbie Oatmeal Creme Pie
024300835209,Snacks,1,189,Little Debbie Frosted Donuts
024300835216,Snacks,1,189,Little Debbie Powdered Donuts
024300835261,Snacks,1,189,Little Debbie Glazed Donuts
024300835278,Snacks,1,149,Donuts
024300835322,Snacks,1,59,Little Debbie Star Crunch
024300835360,Snacks,1,59,Little Debbie Fudge Brownie
024300835469,Snacks,1,50,Little Debbie Raisin Creme Pie
024300835612,Snacks,1,75,Little Debbie Oatmeal Cream Pie
024300835667,Snacks,1,75,Little Debbie Nutty Bars
024300835711,Snacks,1,75,Little Debbie Swiss Cake Rolls
024300835865,Snacks,1,59,Little Debbie Cosmic Brownie
024300835919,Snacks,1,59,Little Debbie Fudge Round
024300835933,Snacks,1,59,Little Debbie Zebra Cake
024300837340,Snacks,1,75,Little Debbie Strawberry Shortcake Roll
024300837784,Snacks,1,149,Little Debbie Christmas Tree Cake
024300837852,Snacks,1,189,Little Debbie:Coconut Crunch Donuts
024300837869,Snacks,1,149,Little Debbie Cosmic:with Chocolate Chip Candy
024300837968,Snacks,1,189,Little Debbie Pecan Spinwheels Sweet Rolls
024300839382,Snacks,1,59,Little Debbie Honey Bun
024300839665,Snacks,1,75,Little Debbie Nutty Bars
024300839764,Snacks,1,50,Little Debbie Banana Twins
024300841354,Snacks,1,189,Brownie little debbi
024300865022,Snacks,1,189,Turtle Brownies
024300865107,Snacks,1,189,Little Debbie:Donut Sticks
024300865411,Snacks,1,189,Little Debbie Iced Honey Bun
024300865664,Snacks,1,149,Little Debbie Nutty Bars:Wafers with Peanut Butter
024300865671,Snacks,1,159,Little Debbie Texas Cinnamon Roll
024300865688,Snacks,1,159,Little Debbie:Cheese Danish
024300865718,Snacks,1,149,Little Debbie:Swiss Rolls
024300865909,Snacks,1,189,Little Debbie:Cr̬me Filled
024300865916,Snacks,1,149,Little Debbie:Double Decker Fudge Round
024300865923,Snacks,1,75,Little Debbie Creme Pie Chocolate Chip
024300867613,Snacks,1,149,Little Debbie Double Decker Oatmeal Creme Pie
024300881664,Grocery Non-Taxable,1,169,Vfb
024321930860,Grocery Non-Taxable,1,99,Milk
024354200145,Snacks,1,50,Fiorella crunch wafer
024354200695,Snacks,1,50,Sponge cake
024354211714,Snacks,1,499,Sponge cake 5 pack
024354900175,Candy,1,199,Gummy bear candy break
024354900182,Candy,1,199,Gummy animals candy break
024354900199,Candy,1,199,Assorated shark candy break
024600010016,Grocery Non-Taxable,1,139,Morton:Salt
024600010030,Grocery Non-Taxable,1,149,Morton Iodized Salt
024600010986,Grocery Non-Taxable,1,299,Morton Mc Cormick Iodized Salt & Pepper
024682005016,Frozen Food,1,425,Hershey`s Vanilla Ice Cream
024682005023,Frozen Food,1,349,Hershey`s Butter Pecan Ice Cream
024682005030,Frozen Food,1,399,Hershey`s Neopolitan Ice Cream
024682005047,Dairy,1,399,Hershey`s Creamy Chocolate Ice Cream
024682005054,Frozen Food,1,399,Hersheys Ice Cream Cookies & Cream
024682005061,Frozen Food,1,425,Hershey`s Moose Tracks Ice Cream
024682005078,Frozen Food,1,399,Hersheys Ice Cream Strawberry
024682005085,Dairy,1,425,Hershey`s Chocolate Chip Cookie Dough Ice Cream
024682005092,Frozen Food,1,349,Hershey`s Ice Cream Cherrylicious
024682005108,Frozen Food,1,425,Hershey`s Strawberry Cheesecake Ice Cream
024682005153,Frozen Food,1,349,Hershey`s Birthday Cake Ice Cream
024682005160,Frozen Food,1,349,Hershey's Black Berry
024682005177,Frozen Food,1,399,Hershey`s Dulce De Leche Ice Cream
024682005184,Frozen Food,1,349,Hershey`s Cappuccino Crunch Ice Cream
024682005214,Frozen Food,1,349,HERSHEY`S Ice Cream Banana Pudding
024682005221,Frozen Food,1,399,Hershey's Ice Cream The Better Browniw Batter
024682005245,Frozen Food,1,425,Hershey`s Creamy French Vanilla Ice Cream
024682005252,Frozen Food,1,299,Elado
024682005719,Dairy,1,599,Hershey's Midnight Caramel River
024682005764,Frozen Food,1,399,Hershey's Ice Cream Coffeehouse Cookies & Cream
024682009014,Frozen Food,1,599,Hersheys Ice Cream Vanilla
024682009021,Frozen Food,1,600,Hershey`s Neapolitan
024682009038,Dairy,1,600,Hershey's Chococolate
024682009045,Frozen Food,1,599,Hersheys Strawberry
024682009052,Frozen Food,1,599,Hershey Butter Pecan
024682009144,Frozen Food,1,599,Hershey's Moose Tracks
024682009236,Frozen Food,1,599,Hersheys Green Mint Chip
024682009373,Condiments,1,599,Hershey's Strawberry Cheesecake
024682009441,Frozen Food,1,599,Hersheys Cookies & Cream
024682310004,Frozen Food,1,50,Hershey Polar Blast
024682311049,Frozen Food,1,35,Hershey's Ice Cream Outgeous Orange
024682311056,Grocery Non-Taxable,1,35,Hershey's Ice Cream Very Very Cherry
024682311070,Frozen Food,1,35,Hershey's Rokin Root Beer
024682311087,Frozen Food,1,35,Hershey`s Ice Cream Wacky Watermelon
024682311094,Grocery Non-Taxable,1,50,Crazy For Banana
024682311117,Frozen Food,1,75,Cherry
024682311124,Frozen Food,1,75,Orange
024682311131,Frozen Food,1,75,Blue
024682311155,Frozen Food,1,75,Watermelon
024682311209,Grocery Non-Taxable,1,50,Hershey Banjo
024682311216,Frozen Food,1,50,Hershey Fudjo Bar
024682311223,Frozen Food,1,50,Hershey Orange Blossom
024682311605,Grocery Non-Taxable,1,35,Hershey's Blastin' Blue Raspberry
024682311674,Frozen Food,1,149,Salted caramel
024682311803,Frozen Food,1,50,Or
024682311827,Frozen Food,1,50,Orange
024682312077,Frozen Food,1,225,Hershey's Chocolate Eclair
024682312084,Grocery Non-Taxable,1,225,Hershey`s Ice Cream Strawberry Shortcake
024682312091,Frozen Food,1,249,Hershey's Cotton Candy
024682312107,Frozen Food,1,199,Salty caramel
024682312312,Grocery Non-Taxable,1,149,Tropi-Kool Fruit Bars - Coconut Cream
024682312343,Frozen Food,1,149,Trop Kool Strawberry
024682312619,Frozen Food,1,249,Hershey`s Ice Cream - Vanilla
024682312626,Frozen Food,1,249,Hershey`s Ice Cream Chocolate
024682312640,Dairy,1,189,Hershey`s Ice Cream - Orange Blossom Swirl
024682312657,Dairy,1,169,Chocolat
024682312671,Frozen Food,1,249,Hershey's Cookies & Cream
024682312688,Grocery Non-Taxable,1,225,Hershey`s Ice Cream - Cotton Candy
024682312695,Ice Cream,1,249,Hersheys`s Ice Cream - Peanut Butter Cup
024682312800,Frozen Food,1,349,Chocolate chip Polar Bear
024682312855,Dairy,1,349,Icecream
024682313005,Grocery Non-Taxable,1,99,Hersheys`s Ice Cream - Super Cookies & Ice Cream Cone
024682313029,Grocery Non-Taxable,1,169,P Nutty Cone
024682313050,Grocery Non-Taxable,1,299,Hershey's Ice Cream Denali Original
024682313067,Dairy,1,100,cookies & cream cone
024682313128,Grocery Non-Taxable,1,299,Hershey`s Ice Cream Incredible Cone
024682313135,Frozen Food,1,200,Cone
024682313142,Ice Cream,1,299,Fudgy cone
024682313302,Grocery Non-Taxable,1,100,Hershey Ice Cream Sandwich
024682313333,Frozen Food,1,249,Hershey's Ice Cream Chocolate Sundae
024682313340,Frozen Food,1,249,Hershey's Ice Cream Strawberry Sundae
024682313364,Frozen Food,1,249,Hershey`s Ice Cream Dulce De Leche Caramel Sundae
024682313371,Frozen Food,1,249,Green Mint
024682313418,Ice Cream,1,199,Hershey's Ice Cream Giant Vanilla
024682313500,Dairy,1,35,Hershey's Mighty Mini Ice Cream Sandwhich
024682313524,Frozen Food,1,50,Ice Cream Sandwich
024682313555,Frozen Food,1,125,Hershey's Cookies & Cream Sandwich
024682313562,Grocery Non-Taxable,1,125,J
024682502157,Produce,1,125,Hershey Cotton Candy Screwball
025000000218,Drinks,1,199,Simply Lemonade All Natural Lemonade
025000000249,Drinks,1,199,Simply Orange Juice
025000000300,Drinks,1,199,Simply Cranberry Cocktail
025000000478,Dairy,1,75,Hic
025000000508,Drinks,1,100,Fruit Punch 100% Juice
025000000577,Drinks,1,100,Minute Maid Mixed Fruit Juice
025000000591,Drinks,1,100,Minute Maid Apple Juice
025000000607,Drinks,1,99,Hi C Flashin Fruit Punch
025000018749,Grocery Non-Taxable,1,199,Minute Maid Tropical Blend
025000030291,Drinks,1,199,Minute Maid Watermelon Punch
025000032233,Dairy,1,100,Minute Maid Fruit Punch
025000044984,Drinks,1,499,LEMONADE
025000048906,Drinks,1,199,Minute Maid Juices to Go:Flavored Juice Beverage
025000048937,Grocery Non-Taxable,1,449,Simpple W/Blueberry Lemonade
025000052002,Drinks,1,249,minute maid
025000052224,Drinks,1,249,Cranberry
025000053498,Drinks,1,249,Minute Maid Pink Lemonade
025000053818,Drinks,1,275,Minute Maid
025000053924,Drinks,1,225,Minute Maid:Contour
025000054372,Grocery Non-Taxable,1,449,Simply Orange:W/Mango Pulp Free
025000055423,Grocery Non-Taxable,1,499,Simply Orange:Pulp Free
025000055430,Dairy,1,499,Simply Orange:Calcium & Vitamin D - Pulp Free
025000056017,Drinks,1,199,Minute Maid Juice: 100% Apple Pure
025000056024,Drinks,1,199,Minute Maid:Cranberry Grape
025000056031,Grocery Non-Taxable,1,199,Minute Maid Juices to Go:Orange Original
025000056062,Grocery Non-Taxable,1,199,Minute Maid:Cranberry Apple Raspberry
025000058011,Drinks,1,199,Minute Maid:Lemonade
025000058028,Drinks,1,199,Minute Maid:Fruit Punch
025000058073,Drinks,1,100,Minute Maid:Lemonade
025000058288,Dairy,1,100,Minute Maid:Lemonade 16.9 Oz
025000058387,Drinks,1,900,Minute Maid:12 Oz Fridge Pack
025000058806,Drinks,1,100,Minute Maid Pink Lemonade
025000058868,Drinks,1,199,Minute Maid Pink Lemonade
025000061516,Drinks,1,249,Minute maid
025000061530,Drinks,1,249,Minute maid
025000062773,Drinks,1,199,Minute maid peach
025000119996,Drinks,1,199,Minute Maid Blue Raspberry 20z
025325120929,Grocery Non-Taxable,1,599,COOKED SALAMI
025500003658,Grocery Non-Taxable,1,499,Folgers Classic Roast Medium
025500200835,Grocery Non-Taxable,1,499,Folgers Classic Roast Coffee
025700002406,Household,1,449,Saran Cling Plus Clear Plastic Wrap
025700003892,Household,1,449,Ziploc Double Zipper Bags
025700702276,Household,1,699,Scrubbing Bubbles Mega Shower Foamer
025700712688,Household,1,599,Ziploc bag
025900226749,Tobacco,1,600,Swisher Sweets Cigarillos
025900247003,Household,1,300,Swisher Sweets Cigarillos
025900247157,Tobacco,1,699,Swisher Sweets Wood Tips Cigars
026000013222,Household,1,249,Elmer Glue - all
026100001280,Cigarettes,1,850,Maverick Special M Box
026100005721,Cigarettes,1,1000,Newport Menthol Gold 100 Box
026100005738,Cigarettes,1,1000,Newport Menthol 100 Box
026100005752,Cigarettes,1,1000,Newport Cigarettes Green
026100005769,Cigarettes,1,1000,Newport Menthol Gold Cigarettes Light
026100005806,Cigarettes,1,1000,Newport Menthol Blue 100 Box
026100005837,Cigarettes,1,1050,Newport Menthol Blue King Box
026100006568,Cigarettes,1,1000,Newport Non-Menthol Cigarettes
026100006575,Cigarettes,1,1000,Newport Non Menthol Cigarettes 100's
026100006605,Cigarettes,1,1000,Newport Non-menthol Gold Box
026100006612,Cigarettes,1,1000,Newport Non-menthol Gold 100s
026100006667,Cigarettes,1,1000,Newport 100
026100006674,Cigarettes,1,1050,Newport Cigarettes Class A Box
026100006681,Cigarettes,1,950,Newport Menthol Smooth Select Box 100's
026100006704,Cigarettes,1,1000,Newport Menthol Smooth Select
026100016253,Cigarettes,1,950,Newport Platinum
026100016284,Cigarettes,1,1000,newport platinum
026100016406,Cigarettes,1,950,Newport Platinum
026100016413,Cigarettes,1,10000,Newport platinum carton
026100805727,Cigarettes,1,9250,Newport Menthol Gold 100 Box
026100805734,Cigarettes,1,10000,Newport Menthol 100 Carton
026100805758,Cigarettes,1,10000,Newport Menthol Box FSC Carton
026100806571,Cigarettes,1,9000,Newport Non-Menthol 80s (Hard Pack) Carton
026104715770,Snacks,1,149,Joe's Whoopie Pie
026200002347,Grocery Non-Taxable,1,75,David Sunflower Seeds Original
026200002354,Condiments,1,75,Davids Barbecue Sunflower Seeds
026200002361,Grocery Non-Taxable,1,89,"David Sunflower Seeds, Ranch"
026200006147,Condiments,1,50,David Sunflower Seeds Original
026200006185,Grocery Non-Taxable,1,149,Davids Sunfl
026200006840,Grocery Non-Taxable,1,50,David Sunflower Seeds Nacho Cheese
026200101927,Grocery Non-Taxable,1,35,Slim Jim:Original
026200112008,Snacks,1,199,Slim Jim:Mild
026200114200,Snacks,1,199,Slim Jim:Pepperoni 'N Cheese
026200115092,Snacks,1,69,slim jim
026200115900,Snacks,1,299,Slim Jim:Original - Twin Pack
026200117003,Snacks,1,189,Slim Jim:Original
026200117300,Dairy,1,135,Slim Jim Giant Slim:Tabasco Seasoned
026200117409,Snacks,1,169,Slim Jim Giant Slim:Nacho
026200117508,Grocery Non-Taxable,1,149,Slim Jim Giant Slim:Mild
026200140391,Snacks,1,299,Slim Jim Monster:Honey BBQ
026200140605,Candy,1,399,Slim Jim Monster:Original
026200230641,Grocery Non-Taxable,1,135,Slim Jim Tangy BBQ Flavored
026200230665,Snacks,1,169,Slim Jim Sweet & Hot
026200231877,Snacks,1,199,andy capps
026200231907,Snacks,1,149,Andy
026200238920,Snacks,1,199,David Sunflower Seeds Orig Jumbo
026200461724,Snacks,1,269,David:Roasted & Salted
026200463728,Snacks,1,149,David: Roasted & Salted Pumpkin Seeds
026200465722,Snacks,1,249,David:Bar-B-Q Roasted & Salted
026200467726,Snacks,1,269,David:Ranch Roasted & Salted
026200471358,Grocery Non-Taxable,1,169,Andy Capp's:BBQ Fries
026200471587,Grocery Non-Taxable,1,169,Andy Capp's Cheddar Fries
026200471594,Snacks,1,199,Andy Capp's Hot Fries
026200471600,Grocery Non-Taxable,1,99,Andy Capp's Cheddar Fries
026200471617,Grocery Non-Taxable,1,99,Andy Capp's:Hot Fries
026916352217,Grocery Non-Taxable,1,299,Quality Care Heavy Duty Spray Starch Speed Finish  In Aerosol Can
027000009000,Dairy,1,299,Blue Bonnet:0.48
027000378335,Grocery Non-Taxable,1,239,Hunt's:Diced Sweet Onion
027000380406,Grocery Non-Taxable,1,219,Hunt's: Diced Tomatoes
027000382493,General Food,1,199,Hunt's Tomato Ketchup
027000388150,Grocery Non-Taxable,1,99,Hunt's Tomato Paste
027000388235,Dairy,1,199,"Hunt's:Basil, Garlic & Oregano"
027000390054,Grocery Non-Taxable,1,89,Hunt's :Tomato Sauce
027000609019,Grocery Non-Taxable,1,225,Hunts BBQ Sauce Original
027000609033,Grocery Non-Taxable,1,199,Hunts Brown Sugar BBQ Sauce
027000609040,Dairy,1,225,Hunt's Hickory BBQ Sauce
027000612163,General Food,1,299,Wesson Vegetable Oil
027000612842,Grocery Non-Taxable,1,499,Wesson:Pure 100% Natural
027000612866,Condiments,1,499,Wesson Vegetable Oil
027000650868,Grocery Non-Taxable,1,549,Wesson Pure 100% Natural
027000690864,Grocery Non-Taxable,1,549,Wesson:Pure & 100% Natural
027000852507,Grocery Non-Taxable,1,199,Hunt's:No Salt Added
027200002061,Tobacco,1,1499,Bugler Cigarette Making Machine
027200002160,Cigarettes,1,1300,Capri Light 120 Box
027200002528,Cigarettes,1,950,Kool Menthol Kings Cigarettes
027200004164,Cigarettes,1,900,Pall mall
027200004171,Cigarettes,1,850,Pall Mall silver
027200008513,Cigarettes,1,1000,Pall Mall Cigarettes Filter Red Box
027200008544,Cigarettes,1,1000,Pall Mall Light Blue Box
027200008599,Cigarettes,1,900,Pall Mall Menthol
027200008629,Cigarettes,1,1000,Pall Mall 100's
027200008650,Cigarettes,1,925,Pall Mall Menthol 100's
027200008674,Cigarettes,1,1000,Pall Mall Cigarettes Filter Red Box 100s
027200018512,Cigarettes,1,8000,Pall Mall Red 85 Box Carton
027200347285,Cigarettes,1,925,Pall Mall Menthol Black 100's
027200366026,Tobacco,1,700,Bugler Original Tobacco
027200846719,Cigarettes,1,800,Pall Mall Menthol 100's
027246101001,Grocery Non-Taxable,1,199,Jamaican Choice Coconut Milk
027246102459,Grocery Non-Taxable,1,299,Finest:Dark Thick Soya Sauce
027568009009,Dairy,1,299,"Tropical:100% Natural Cheese, Longhorn Style Cheddar Cheese"
027568009108,Dairy,1,349,Tropical Mild Cheddar
027568009306,Grocery Non-Taxable,1,349,"Tropical:100% Natural Cheese, Sharp Cheddar"
027568010500,Dairy,1,199,Tropical Imitation Pasteurized American Cheese Slices
027568021070,Meat/Fish,1,549,Tropical Queso De Freir
027568021551,Meat/Fish,1,549,"Tropical Queso Criollo Fresco, Suave & Cremoso"
027568035053,Dairy,1,599,Tropical Queso De Papa
027568035077,Dairy,1,349,Tropical queso de papa blanco
027568042693,Dairy,1,199,Tropical Sandwich Slices
027568042778,Grocery Non-Taxable,1,199,Tropical Sandwich Slices
027568060208,Meat/Fish,1,299,Tropical Chorizo
027568060222,Grocery Non-Taxable,1,475,Tropical Chorizos
027568060505,General Food,1,199,Tropical Cooked Ham
027568060529,Grocery Non-Taxable,1,169,Tropical Chopped Ham
027568060666,Grocery Non-Taxable,1,199,Tropical Cooked Salami
027800062700,Snacks,1,125,Soft
027800063707,Snacks,1,125,Fudge
027918040614,Produce,1,339,lechuga
028000001421,Candy,1,189,Nestle Butterfinger:2 Piece - King Size
028000002336,Candy,1,10,Wonka Blue Raspberry Candy
028000005825,Candy,1,15,Laffy Taffy Strawberry
028000010775,Candy,1,125,Nestle Baby Ruth
028000065812,Ice Cream,1,249,Strawberry Shortcake:Ice Cream Bar
028000078706,Candy,1,259,Raisinets:Chocolate Covered Raisins
028000080006,Candy,1,100,Raisinets
028000084004,Candy,1,125,Nestle Chunky Milk Chocolate with Peanuts and Raisins
028000085902,Drinks,1,100,Nestle Nesquik:Strawberry Low Fat
028000123871,Grocery Non-Taxable,1,249,Maggi Chicken Flavor Tablets
028000130008,Grocery Non-Taxable,1,100,Nestle Butterfinger Bites:Bite-Sized Pieces
028000131708,Grocery Non-Taxable,1,125,Nestle Crunch
028000202033,Grocery Non-Taxable,1,125,Nestle Butterfinger Candy Bar
028000206307,Candy,1,125,Nestle 100 Grand:Candy Bar
028000242268,Grocery Non-Taxable,1,35,Laffy Taffy:Rope Grape
028000244606,Grocery Non-Taxable,1,449,Nestle Nesquik Strawberry
028000245009,Grocery Non-Taxable,1,449,Nestle Nesquik Chocolate syrup
028000247959,Grocery Non-Taxable,1,149,Maggi Chicken Flavor Tablets
028000277543,General Food,1,349,Nestle Nesquik Strawberry
028000302658,Grocery Non-Taxable,1,149,Nestle Nesquik
028000328375,Drinks,1,199,Nestle cinnamon
028000393311,Grocery Non-Taxable,1,999,Nescafe Clasico
028000459598,Drinks,1,225,Nesquik Vanilla
028000462987,Grocery Non-Taxable,1,1299,Nescafe:Clasico Pure
028000466312,Grocery Non-Taxable,1,1199,Nescafe:Original
028000467012,Grocery Non-Taxable,1,389,Nescafe Clasico
028000469429,Grocery Non-Taxable,1,699,Nescafe Clasico Pure
028000500313,Grocery Non-Taxable,1,225,Maggi Beef Flavor
028000500764,Grocery Non-Taxable,1,169,Maggi Bouillon Chicken Flavor
028000510411,Grocery Non-Taxable,1,199,Maggi:Sopa Sabor a Pollo con Fideos
028000515751,Dairy,1,249,Nestle Nesquik Strawberry Low Fat Milk
028000537838,Grocery Non-Taxable,1,549,Nesquik choclate flavour
028000616502,Grocery Non-Taxable,1,125,Nestle Nesquik:Chocolate
028000651688,Grocery Non-Taxable,1,399,NESQUIK CHOCOLATE
028000772123,Dairy,1,249,Nestle Nesquik Chocolate Low Fat Milk
028000773960,Dairy,1,199,Buncha Crunch
028000895037,Drinks,1,199,Nesquik Double Chocolate Low Fat Milk
028000895044,Dairy,1,199,Nesquik Banana Strawberry Low Fat Milk
028000896256,Dairy,1,249,Nestle Nesquik Vanilla Low Fat Milk
028200002648,Cigarettes,1,1100,Marlboro Blend No. 27
028200003577,Cigarettes,1,1100,Marlboro Red Filter
028200003614,Cigarettes,1,1100,Marlboro Menthol King Box
028200003638,Cigarettes,1,1100,Marlboro Filter Cigarettes 100`s
028200003645,Cigarettes,1,1100,Marlboro Cigarettes Menthol 100's
028200003683,Cigarettes,1,1000,Marlboro RedLabel King Box
028200003690,Cigarettes,1,1100,Marlboro Red Label 100 Box
028200003843,Cigarettes,1,1100,Marlboro Filter Cigarettes Class A Gold Pack
028200004017,Cigarettes,1,1100,Marlboro Lights Cigarettes Menthol Flip-top Box
028200004659,Cigarettes,1,1100,Marlboro Filter Cigarettes Gold Pack 100`s
028200004710,Cigarettes,1,1000,Marlboro Menthol Gold 100 Box
028200004772,Cigarettes,1,1100,marlboro Silver Pack
028200004789,Cigarettes,1,1100,Marlboro Filter Cigarettes Silver Pack 100's
028200007728,Cigarettes,1,1300,Virginia Slims 100 Box
028200007742,Cigarettes,1,1200,Virginia Slims Menthol 100 Box
028200007841,Cigarettes,1,1300,Pariliament White King Box
028200007872,Cigarettes,1,1100,Pariliament Menthol White King Box
028200007919,Cigarettes,1,1300,Pariliament White 100 Box
028200007926,Cigarettes,1,1200,Parliament Blue King Box
028200009630,Cigarettes,1,1050,Marlboro 72's
028200009654,Cigarettes,1,1050,Marlboro Gold Pack 72's Smooth
028200126405,Cigarettes,1,10000,Marlboro Blend No. 27 King Box Carton
028200135704,Cigarettes,1,10000,Marlboro King Box FSC Carton
028200136107,Cigarettes,1,10000,Marlboro FSC Menthol King Box Carton
028200136305,Cigarettes,1,10000,Marlboro FSC 100 Carton
028200136404,Cigarettes,1,10000,Marlboro Menthol 100 Box Carton
028200138408,Cigarettes,1,10000,Marlboro Gold King Box FSC Carton
028200146502,Cigarettes,1,10000,Marlboro Gold 100 Box FSC Carton
028200303721,Cigarettes,1,1000,Basic King Box
028200304025,Cigarettes,1,800,Basic 100 Box
028200305329,Cigarettes,1,950,Basic Menthol King Box
028200309822,Cigarettes,1,1000,L&M King Box
028200309921,Cigarettes,1,1000,L&M 100 Box
028200310026,Cigarettes,1,1000,L&M Blue King Box
028200310224,Cigarettes,1,1000,L&M Blue 100 Box
028200310323,Cigarettes,1,900,L&M Menthol King Box
028200310422,Cigarettes,1,900,L&M Menthol 100 Box
028200315526,Cigarettes,1,900,L&M Menthol Bold
028200315625,Cigarettes,1,900,L&M Menthol Bold 100`s
028200318527,Cigarettes,1,1050,Marloro Eighty Threes
028348001657,Candy,1,59,Gurley's Circus Peanuts
028348001756,Candy,1,59,Gurley's Orange Slices
028348001787,Drinks,1,50,Gurley's Cherry Scouts
028348001893,Candy,1,59,Gurley's Tootsie Rools
